# _tick,_time,frames,mean_episode_return_landlord,loss_landlord,mean_episode_return_landlord_up,loss_landlord_up,mean_episode_return_landlord_down,loss_landlord_down
0,1773196270.6227384,0,0,0,0.276729553937912,2.153536319732666,0,0
1,1773196270.6280274,3200,-0.2857142984867096,2.179804563522339,0.276729553937912,2.153536319732666,0,0
2,1773196270.6281612,6400,-0.2857142984867096,2.179804563522339,0.276729553937912,2.153536319732666,0.2929936349391937,2.1371819972991943
3,1773196283.106713,9600,-0.5194394588470459,2.077493667602539,0.276729553937912,2.153536319732666,0.2929936349391937,2.1371819972991943
4,1773196283.2509983,12800,-0.5194394588470459,2.077493667602539,0.276729553937912,2.153536319732666,0.5072563290596008,1.996822476387024
5,1773196283.980795,16000,-0.5194394588470459,2.077493667602539,0.5064629316329956,2.1315059661865234,0.5072563290596008,1.996822476387024
6,1773196296.9342067,19200,-0.7773274779319763,2.314324140548706,0.5064629316329956,2.1315059661865234,0.5072563290596008,1.996822476387024
7,1773196297.6105084,22400,-0.7773274779319763,2.314324140548706,0.5064629316329956,2.1315059661865234,0.7807320952415466,2.1994357109069824
8,1773196298.3298807,25600,-0.7773274779319763,2.314324140548706,0.7906806468963623,2.2686667442321777,0.7807320952415466,2.1994357109069824
9,1773196310.9438322,28800,-0.9211535453796387,1.7041724920272827,0.7906806468963623,2.2686667442321777,0.7807320952415466,2.1994357109069824
10,1773196311.2467577,32000,-0.9211535453796387,1.7041724920272827,0.7906806468963623,2.2686667442321777,0.9271721243858337,1.5142877101898193
11,1773196312.432189,35200,-0.9211535453796387,1.7041724920272827,0.9402326941490173,1.8321224451065063,0.9271721243858337,1.5142877101898193
12,1773196324.8719954,38400,-1.0207322835922241,1.0779566764831543,0.9402326941490173,1.8321224451065063,0.9271721243858337,1.5142877101898193
13,1773196325.455732,41600,-1.0207322835922241,1.0779566764831543,0.9402326941490173,1.8321224451065063,1.0223064422607422,0.7718307375907898
14,1773196326.9394577,44800,-1.0207322835922241,1.0779566764831543,1.0259188413619995,0.9055641889572144,1.0223064422607422,0.7718307375907898
15,1773196338.5589144,48000,-1.085524082183838,1.0118478536605835,1.0259188413619995,0.9055641889572144,1.0223064422607422,0.7718307375907898
16,1773196339.2120197,51200,-1.085524082183838,1.0118478536605835,1.0259188413619995,0.9055641889572144,1.0885742902755737,1.0644618272781372
17,1773196341.206584,54400,-1.085524082183838,1.0118478536605835,1.094428300857544,0.8806829452514648,1.0885742902755737,1.0644618272781372
18,1773196353.5581813,57600,-1.1242789030075073,0.7603833079338074,1.094428300857544,0.8806829452514648,1.0885742902755737,1.0644618272781372
19,1773196354.2473447,60800,-1.1242789030075073,0.7603833079338074,1.094428300857544,0.8806829452514648,1.1246525049209595,0.7031484842300415
20,1773196357.1460795,64000,-1.1242789030075073,0.7603833079338074,1.1307419538497925,0.7541311383247375,1.1246525049209595,0.7031484842300415
21,1773196367.6880188,67200,-1.1586318016052246,0.8685439825057983,1.1307419538497925,0.7541311383247375,1.1246525049209595,0.7031484842300415
22,1773196368.1600602,70400,-1.1586318016052246,0.8685439825057983,1.1307419538497925,0.7541311383247375,1.1628825664520264,0.9337133765220642
